controlID	controlName	mitigates	techniqueID	techniqueName
SI-2	Flaw Remediation	mitigates	T1542.003	Bootkit
SI-2	Flaw Remediation	mitigates	T1542.004	ROMMONkit
SI-2	Flaw Remediation	mitigates	T1542.005	TFTP Boot
SI-2	Flaw Remediation	mitigates	T1546.010	AppInit DLLs
SI-2	Flaw Remediation	mitigates	T1546.011	Application Shimming
SI-2	Flaw Remediation	mitigates	T1550.002	Pass the Hash
SI-2	Flaw Remediation	mitigates	T1552	Unsecured Credentials
SI-2	Flaw Remediation	mitigates	T1552.006	Group Policy Preferences
SI-2	Flaw Remediation	mitigates	T1553	Subvert Trust Controls
SI-2	Flaw Remediation	mitigates	T1553.006	Code Signing Policy Modification
SI-2	Flaw Remediation	mitigates	T1555.005	Password Managers
SI-2	Flaw Remediation	mitigates	T1566	Phishing
SI-2	Flaw Remediation	mitigates	T1566.003	Spearphishing via Service
SI-2	Flaw Remediation	mitigates	T1574.002	DLL Side-Loading
SI-2	Flaw Remediation	mitigates	T1601	Modify System Image
SI-2	Flaw Remediation	mitigates	T1601.001	Patch System Image
SI-2	Flaw Remediation	mitigates	T1601.002	Downgrade System Image
SI-2	Flaw Remediation	mitigates	T1606	Forge Web Credentials
SI-2	Flaw Remediation	mitigates	T1606.001	Web Cookies
SI-3	Malicious Code Protection	mitigates	T1055.015	ListPlanting
SI-3	Malicious Code Protection	mitigates	T1027.007	Dynamic API Resolution
SI-3	Malicious Code Protection	mitigates	T1027.008	Stripped Payloads
SI-3	Malicious Code Protection	mitigates	T1027.009	Embedded Payloads
SI-3	Malicious Code Protection	mitigates	T1070.007	Clear Network Connection History and Configurations
SI-3	Malicious Code Protection	mitigates	T1070.008	Clear Mailbox Data
SI-3	Malicious Code Protection	mitigates	T1070.009	Clear Persistence
SI-3	Malicious Code Protection	mitigates	T1546.016	Installer Packages
SI-3	Malicious Code Protection	mitigates	T1574.013	KernelCallbackTable
SI-3	Malicious Code Protection	mitigates	T1557.003	DHCP Spoofing
SI-3	Malicious Code Protection	mitigates	T1622	Debugger Evasion
SI-3	Malicious Code Protection	mitigates	T1562	Impair Defenses
SI-3	Malicious Code Protection	mitigates	T1574	Hijack Execution Flow
SI-3	Malicious Code Protection	mitigates	T1055	Process Injection
SI-3	Malicious Code Protection	mitigates	T1068	Exploitation for Privilege Escalation
SI-3	Malicious Code Protection	mitigates	T1212	Exploitation for Credential Access
SI-3	Malicious Code Protection	mitigates	T1059	Command and Scripting Interpreter
SI-3	Malicious Code Protection	mitigates	T1070.001	Clear Windows Event Logs
SI-3	Malicious Code Protection	mitigates	T1203	Exploitation for Client Execution
SI-3	Malicious Code Protection	mitigates	T1211	Exploitation for Defense Evasion
SI-3	Malicious Code Protection	mitigates	T1567	Exfiltration Over Web Service
SI-3	Malicious Code Protection	mitigates	T1574.007	Path Interception by PATH Environment Variable
SI-3	Malicious Code Protection	mitigates	T1003.001	LSASS Memory
SI-3	Malicious Code Protection	mitigates	T1003.002	Security Account Manager
SI-3	Malicious Code Protection	mitigates	T1003.003	NTDS
SI-3	Malicious Code Protection	mitigates	T1005	Data from Local System
SI-3	Malicious Code Protection	mitigates	T1046	Network Service Scanning
SI-3	Malicious Code Protection	mitigates	T1055.001	Dynamic-link Library Injection
SI-3	Malicious Code Protection	mitigates	T1055.014	VDSO Hijacking
SI-3	Malicious Code Protection	mitigates	T1056.002	GUI Input Capture
SI-3	Malicious Code Protection	mitigates	T1091	Replication Through Removable Media
SI-3	Malicious Code Protection	mitigates	T1111	Two-Factor Authentication Interception
SI-3	Malicious Code Protection	mitigates	T1201	Password Policy Discovery
SI-3	Malicious Code Protection	mitigates	T1218	Signed Binary Proxy Execution
SI-3	Malicious Code Protection	mitigates	T1557	Adversary-in-the-Middle
SI-3	Malicious Code Protection	mitigates	T1557.001	LLMNR/NBT-NS Poisoning and SMB Relay
SI-3	Malicious Code Protection	mitigates	T1560.001	Archive via Utility
SI-3	Malicious Code Protection	mitigates	T1566.002	Spearphishing Link
SI-3	Malicious Code Protection	mitigates	T1598.003	Spearphishing Link
SI-3	Malicious Code Protection	mitigates	T1611	Escape to Host
SI-3	Malicious Code Protection	mitigates	T1011.001	Exfiltration Over Bluetooth
SI-3	Malicious Code Protection	mitigates	T1027	Obfuscated Files or Information
SI-3	Malicious Code Protection	mitigates	T1027.002	Software Packing
SI-3	Malicious Code Protection	mitigates	T1037.002	Logon Script (Mac)
SI-3	Malicious Code Protection	mitigates	T1037.005	Startup Items
SI-3	Malicious Code Protection	mitigates	T1047	Windows Management Instrumentation
SI-3	Malicious Code Protection	mitigates	T1059.001	PowerShell
SI-3	Malicious Code Protection	mitigates	T1059.005	Visual Basic
SI-3	Malicious Code Protection	mitigates	T1070	Indicator Removal on Host
SI-3	Malicious Code Protection	mitigates	T1070.003	Clear Command History
SI-3	Malicious Code Protection	mitigates	T1095	Non-Application Layer Protocol
SI-3	Malicious Code Protection	mitigates	T1098.004	SSH Authorized Keys
SI-3	Malicious Code Protection	mitigates	T1105	Ingress Tool Transfer
SI-3	Malicious Code Protection	mitigates	T1106	Native API
SI-3	Malicious Code Protection	mitigates	T1176	Browser Extensions
SI-3	Malicious Code Protection	mitigates	T1189	Drive-by Compromise
SI-3	Malicious Code Protection	mitigates	T1190	Exploit Public-Facing Application
SI-3	Malicious Code Protection	mitigates	T1204	User Execution
SI-3	Malicious Code Protection	mitigates	T1204.002	Malicious File
SI-3	Malicious Code Protection	mitigates	T1210	Exploitation of Remote Services
SI-3	Malicious Code Protection	mitigates	T1218.003	CMSTP
SI-3	Malicious Code Protection	mitigates	T1218.004	InstallUtil
SI-3	Malicious Code Protection	mitigates	T1218.008	Odbcconf
SI-3	Malicious Code Protection	mitigates	T1218.009	Regsvcs/Regasm
SI-3	Malicious Code Protection	mitigates	T1218.012	Verclsid
SI-3	Malicious Code Protection	mitigates	T1218.013	Mavinject
SI-3	Malicious Code Protection	mitigates	T1218.014	MMC
SI-3	Malicious Code Protection	mitigates	T1219	Remote Access Software
SI-3	Malicious Code Protection	mitigates	T1221	Template Injection
SI-3	Malicious Code Protection	mitigates	T1486	Data Encrypted for Impact
SI-3	Malicious Code Protection	mitigates	T1490	Inhibit System Recovery
SI-3	Malicious Code Protection	mitigates	T1491	Defacement
SI-3	Malicious Code Protection	mitigates	T1491.001	Internal Defacement
SI-3	Malicious Code Protection	mitigates	T1491.002	External Defacement
SI-3	Malicious Code Protection	mitigates	T1505	Server Software Component
SI-3	Malicious Code Protection	mitigates	T1525	Implant Internal Image
SI-3	Malicious Code Protection	mitigates	T1543	Create or Modify System Process
SI-3	Malicious Code Protection	mitigates	T1546.002	Screensaver
SI-3	Malicious Code Protection	mitigates	T1546.003	Windows Management Instrumentation Event Subscription
SI-3	Malicious Code Protection	mitigates	T1546.006	LC_LOAD_DYLIB Addition
SI-3	Malicious Code Protection	mitigates	T1547.002	Authentication Package
SI-3	Malicious Code Protection	mitigates	T1547.006	Kernel Modules and Extensions
SI-3	Malicious Code Protection	mitigates	T1547.007	Re-opened Applications
SI-3	Malicious Code Protection	mitigates	T1547.008	LSASS Driver
SI-3	Malicious Code Protection	mitigates	T1558	Steal or Forge Kerberos Tickets
SI-3	Malicious Code Protection	mitigates	T1558.003	Kerberoasting
SI-3	Malicious Code Protection	mitigates	T1559	Inter-Process Communication
SI-3	Malicious Code Protection	mitigates	T1559.002	Dynamic Data Exchange
SI-3	Malicious Code Protection	mitigates	T1562.001	Disable or Modify Tools
SI-3	Malicious Code Protection	mitigates	T1562.006	Indicator Blocking
SI-3	Malicious Code Protection	mitigates	T1568.002	Domain Generation Algorithms
SI-3	Malicious Code Protection	mitigates	T1570	Lateral Tool Transfer
SI-3	Malicious Code Protection	mitigates	T1602.002	Network Device Configuration Dump
SI-3	Malicious Code Protection	mitigates	T1001	Data Obfuscation
SI-3	Malicious Code Protection	mitigates	T1001.001	Junk Data
SI-3	Malicious Code Protection	mitigates	T1001.002	Steganography
SI-3	Malicious Code Protection	mitigates	T1001.003	Protocol Impersonation
SI-3	Malicious Code Protection	mitigates	T1003	OS Credential Dumping
SI-3	Malicious Code Protection	mitigates	T1003.004	LSA Secrets
SI-3	Malicious Code Protection	mitigates	T1003.005	Cached Domain Credentials
SI-3	Malicious Code Protection	mitigates	T1003.006	DCSync
SI-3	Malicious Code Protection	mitigates	T1003.007	Proc Filesystem
SI-3	Malicious Code Protection	mitigates	T1003.008	/etc/passwd and /etc/shadow
SI-3	Malicious Code Protection	mitigates	T1008	Fallback Channels
SI-3	Malicious Code Protection	mitigates	T1021.003	Distributed Component Object Model
SI-3	Malicious Code Protection	mitigates	T1021.005	VNC
SI-3	Malicious Code Protection	mitigates	T1025	Data from Removable Media
SI-3	Malicious Code Protection	mitigates	T1029	Scheduled Transfer
SI-3	Malicious Code Protection	mitigates	T1030	Data Transfer Size Limits
SI-3	Malicious Code Protection	mitigates	T1036	Masquerading
SI-3	Malicious Code Protection	mitigates	T1036.003	Rename System Utilities
SI-3	Malicious Code Protection	mitigates	T1036.005	Match Legitimate Name or Location
SI-3	Malicious Code Protection	mitigates	T1037	Boot or Logon Initialization Scripts
SI-3	Malicious Code Protection	mitigates	T1037.003	Network Logon Script
SI-3	Malicious Code Protection	mitigates	T1037.004	RC Scripts
SI-3	Malicious Code Protection	mitigates	T1041	Exfiltration Over C2 Channel
SI-3	Malicious Code Protection	mitigates	T1048	Exfiltration Over Alternative Protocol
SI-3	Malicious Code Protection	mitigates	T1048.001	Exfiltration Over Symmetric Encrypted Non-C2 Protocol
SI-3	Malicious Code Protection	mitigates	T1048.002	Exfiltration Over Asymmetric Encrypted Non-C2 Protocol
SI-3	Malicious Code Protection	mitigates	T1048.003	Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol
SI-3	Malicious Code Protection	mitigates	T1052	Exfiltration Over Physical Medium
SI-3	Malicious Code Protection	mitigates	T1052.001	Exfiltration over USB
SI-3	Malicious Code Protection	mitigates	T1055.002	Portable Executable Injection
SI-3	Malicious Code Protection	mitigates	T1055.003	Thread Execution Hijacking
SI-3	Malicious Code Protection	mitigates	T1055.004	Asynchronous Procedure Call
SI-3	Malicious Code Protection	mitigates	T1055.005	Thread Local Storage
SI-3	Malicious Code Protection	mitigates	T1055.008	Ptrace System Calls
SI-3	Malicious Code Protection	mitigates	T1055.009	Proc Memory
SI-3	Malicious Code Protection	mitigates	T1055.011	Extra Window Memory Injection
SI-3	Malicious Code Protection	mitigates	T1055.012	Process Hollowing
SI-3	Malicious Code Protection	mitigates	T1055.013	Process Doppelgänging
SI-3	Malicious Code Protection	mitigates	T1059.006	Python
SI-3	Malicious Code Protection	mitigates	T1059.007	JavaScript
SI-3	Malicious Code Protection	mitigates	T1070.002	Clear Linux or Mac System Logs
SI-3	Malicious Code Protection	mitigates	T1071	Application Layer Protocol
SI-3	Malicious Code Protection	mitigates	T1071.001	Web Protocols
SI-3	Malicious Code Protection	mitigates	T1071.002	File Transfer Protocols
SI-3	Malicious Code Protection	mitigates	T1071.003	Mail Protocols
SI-3	Malicious Code Protection	mitigates	T1071.004	DNS
SI-3	Malicious Code Protection	mitigates	T1072	Software Deployment Tools
SI-3	Malicious Code Protection	mitigates	T1080	Taint Shared Content
SI-3	Malicious Code Protection	mitigates	T1090	Proxy
SI-3	Malicious Code Protection	mitigates	T1090.001	Internal Proxy
SI-3	Malicious Code Protection	mitigates	T1090.002	External Proxy
SI-3	Malicious Code Protection	mitigates	T1092	Communication Through Removable Media
SI-3	Malicious Code Protection	mitigates	T1102	Web Service
SI-3	Malicious Code Protection	mitigates	T1102.001	Dead Drop Resolver
SI-3	Malicious Code Protection	mitigates	T1102.002	Bidirectional Communication
SI-3	Malicious Code Protection	mitigates	T1102.003	One-Way Communication
SI-3	Malicious Code Protection	mitigates	T1104	Multi-Stage Channels
SI-3	Malicious Code Protection	mitigates	T1132	Data Encoding
SI-3	Malicious Code Protection	mitigates	T1132.001	Standard Encoding
SI-3	Malicious Code Protection	mitigates	T1132.002	Non-Standard Encoding
SI-3	Malicious Code Protection	mitigates	T1137	Office Application Startup
SI-3	Malicious Code Protection	mitigates	T1137.001	Office Template Macros
SI-3	Malicious Code Protection	mitigates	T1185	Browser Session Hijacking
SI-3	Malicious Code Protection	mitigates	T1204.001	Malicious Link
SI-3	Malicious Code Protection	mitigates	T1204.003	Malicious Image
SI-3	Malicious Code Protection	mitigates	T1218.001	Compiled HTML File
SI-3	Malicious Code Protection	mitigates	T1218.002	Control Panel
SI-3	Malicious Code Protection	mitigates	T1218.005	Mshta
SI-3	Malicious Code Protection	mitigates	T1485	Data Destruction
SI-3	Malicious Code Protection	mitigates	T1505.001	SQL Stored Procedures
SI-3	Malicious Code Protection	mitigates	T1505.002	Transport Agent
SI-3	Malicious Code Protection	mitigates	T1505.004	IIS Components
SI-3	Malicious Code Protection	mitigates	T1539	Steal Web Session Cookie
SI-3	Malicious Code Protection	mitigates	T1543.002	Systemd Service
SI-3	Malicious Code Protection	mitigates	T1546.004	Unix Shell Configuration Modification
SI-3	Malicious Code Protection	mitigates	T1546.013	PowerShell Profile
SI-3	Malicious Code Protection	mitigates	T1546.014	Emond
SI-3	Malicious Code Protection	mitigates	T1547.005	Security Support Provider
SI-3	Malicious Code Protection	mitigates	T1547.013	XDG Autostart Entries
SI-3	Malicious Code Protection	mitigates	T1548	Abuse Elevation Control Mechanism
SI-3	Malicious Code Protection	mitigates	T1548.004	Elevated Execution with Prompt
SI-3	Malicious Code Protection	mitigates	T1553.003	SIP and Trust Provider Hijacking
SI-3	Malicious Code Protection	mitigates	T1557.002	ARP Cache Poisoning
SI-3	Malicious Code Protection	mitigates	T1558.002	Silver Ticket
SI-3	Malicious Code Protection	mitigates	T1558.004	AS-REP Roasting
SI-3	Malicious Code Protection	mitigates	T1559.001	Component Object Model
SI-3	Malicious Code Protection	mitigates	T1560	Archive Collected Data
SI-3	Malicious Code Protection	mitigates	T1561	Disk Wipe
SI-3	Malicious Code Protection	mitigates	T1561.001	Disk Content Wipe
SI-3	Malicious Code Protection	mitigates	T1561.002	Disk Structure Wipe
SI-3	Malicious Code Protection	mitigates	T1562.002	Disable Windows Event Logging
SI-3	Malicious Code Protection	mitigates	T1562.004	Disable or Modify System Firewall
SI-3	Malicious Code Protection	mitigates	T1564.004	NTFS File Attributes
SI-3	Malicious Code Protection	mitigates	T1564.008	Email Hiding Rules
SI-3	Malicious Code Protection	mitigates	T1564.009	Resource Forking
SI-3	Malicious Code Protection	mitigates	T1566	Phishing
SI-3	Malicious Code Protection	mitigates	T1566.001	Spearphishing Attachment
SI-3	Malicious Code Protection	mitigates	T1566.003	Spearphishing via Service
SI-3	Malicious Code Protection	mitigates	T1568	Dynamic Resolution
SI-3	Malicious Code Protection	mitigates	T1569	System Services
SI-3	Malicious Code Protection	mitigates	T1569.002	Service Execution
SI-3	Malicious Code Protection	mitigates	T1571	Non-Standard Port
SI-3	Malicious Code Protection	mitigates	T1572	Protocol Tunneling
SI-3	Malicious Code Protection	mitigates	T1573	Encrypted Channel
SI-3	Malicious Code Protection	mitigates	T1573.001	Symmetric Cryptography
SI-3	Malicious Code Protection	mitigates	T1573.002	Asymmetric Cryptography
SI-3	Malicious Code Protection	mitigates	T1574.001	DLL Search Order Hijacking
